lucode,LULC_desc,LULC_veg,root_depth,Kc
1,ArtificialSurface,0,0,0.29
2,AgriculturalVegetation,1,1000,0.65
3,Pastureland,1,2000,0.65
4,AgriculturalLandWithNaturalVegetation,1,2667,0.7
5,ForestPlantation ,1,3500,1
6,Forest,1,3500,1
9,Wetland,0,3500,1
10,TransitionalWoodlandScrub,1,2750,0.75
11,AgriculturalLandWithNaturalVegetation,1,2667,0.7
12,WaterBody,0,10,1
13,WaterBody,0,10,1
14,BareArea,0,500,0.2
